Geo Point;Geo Shape;codcen;dlibre;dgenerica_;despecific;regimen;direccion;codpos;municipio_;provincia_;telef;fax;mail
39.468070999073994, -0.3485579999999999;"{""coordinates"": [-0.348558, 39.468070999073994], ""type"": ""Point""}";46032469;CENTRE PRIVAT FP NÀUTICA I SUBAQUÀTICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;NÀUTICA I SUBAQUÀTICA;PRIVADO;CL. PEPE ALBA, 3;46022;València;València;963305935;963305935;politsub@politsub.org
39.49095999907385, -0.3794570000000007;"{""coordinates"": [-0.379457, 39.49095999907385], ""type"": ""Point""}";46032901;CENTRE PRIV. ED. INF. 1er CICLE PIPO 2;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PIPO 2;PRIVADO;AV. DOCTOR PESSET ALEIXANDRE, 60;46025;València;València;961933855;963651687;info@escuelainfantilpipo.es
39.46168699907402, -0.36822899999999975;"{""coordinates"": [-0.368229, 39.46168699907402], ""type"": ""Point""}";46033073;CENTRE PRIV. ED. INFANTIL GUPPYDOS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;GUPPYDOS;PRIVADO;CL. DOCTOR SUMSI, 38;46005;València;València;960704537;0;eiguppy95@gmail.com
39.49324499907383, -0.38642000000000043;"{""coordinates"": [-0.38642, 39.49324499907383], ""type"": ""Point""}";46033310;EI 1er CICLE MUNICIPAL BENICALAP;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL BENICALAP;PÚBLICO;CL. GENERAL LLORENS-POETA DELMONTE I H;46025;València;València;960914117;0;eibenicalap@eulen.com
39.47290799907394, -0.3543520000000002;"{""coordinates"": [-0.354352, 39.47290799907394], ""type"": ""Point""}";46033474;CENTRE PRIV. ED. INF. 1er CICLE MI PEQUEÑO MUNDO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MI PEQUEÑO MUNDO;PRIVADO;CL. CARAVACA, 18;46021;València;València;653854995;0;info@mipequenomundo.org
39.47815899907391, -0.3470170000000015;"{""coordinates"": [-0.347017, 39.47815899907391], ""type"": ""Point""}";46033681;CENTRE PRIVAT FP STUDIO;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;STUDIO;PRIVADO;CL. ALBALAT DELS TARONGERS, 32;46021;València;València;963624193;963624193;info@grupostudio.es
39.46867599907397, -0.34041500000000113;"{""coordinates"": [-0.340415, 39.46867599907397], ""type"": ""Point""}";46033723;EI 1er CICLE MUNICIPAL ALGIRÓS;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL ALGIRÓS;PÚBLICO;CL. LA CAÑADA, 2;46022;València;València;963309282;963309282;eialgiros@eulen.com
39.47260099907397, -0.35997400000000074;"{""coordinates"": [-0.359974, 39.47260099907397], ""type"": ""Point""}";46034028;CENTRE PRIV. ED. INF. 1er CICLE BAMBY-ABADE 2;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BAMBY-ABADE 2;PRIVADO;CL. FINLANDIA, 4-6;46010;València;València;963698051;963698051;info@bambyabade.es
39.46120499907403, -0.34367500000000045;"{""coordinates"": [-0.343675, 39.46120499907403], ""type"": ""Point""}";46034193;CENTRE PRIV. ED. INF. 1er CICLE ETAPAS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ETAPAS;PRIVADO;CL. DAMA DE ELCHE, 22;46023;València;València;963361470;0;escuelaetapas@gmail.com
39.4823699990739, -0.3880940000000002;"{""coordinates"": [-0.388094, 39.4823699990739], ""type"": ""Point""}";46034259;CENTRE PRIVAT FP CLAUDIO GALENO;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;CLAUDIO GALENO;PRIVADO;CL. RICARDO MICÓ, 5;46009;València;València;962432073;0;informacion@fpclaudiogalenovalencia.es
39.49617599907381, -0.36849300000000046;"{""coordinates"": [-0.368493, 39.49617599907381], ""type"": ""Point""}";46035549;CENTRE ENSENYAMENTS ESPORTIUS MARNI;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;CENTRO DEPORTIVO MARNI;PRIVADO;CL. PADRE VIÑAS, 94;46019;València;València;963650198;963650162;ana@colegios-sigloxxi.com
39.50479799907376, -0.3663450000000001;"{""coordinates"": [-0.366345, 39.50479799907376], ""type"": ""Point""}";46035707;CENTRE PRIV. ED. INF. 1er CICLE RONDALLES;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;RONDALLES;PRIVADO;CL. DOCTOR PESET, 21;46016;Tavernes Blanques;València;961931884;0;info@ceirondalles.com
39.486869999073875, -0.39778199999999964;"{""coordinates"": [-0.397782, 39.486869999073875], ""type"": ""Point""}";46035781;CENTRE ENSENYAMENTS ESPORTIUS CENAFE;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;CENAFE;PRIVADO;AV. DE LES CORTS VALENCIANES, 1;46015;València;València;912486617;0;valencia@cenafe.es
39.468650999073986, -0.3974309999999993;"{""coordinates"": [-0.397431, 39.468650999073986], ""type"": ""Point""}";46035811;CENTRE PRIVAT FP MEDITERRÁNEO CULINARY CENTER;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;MEDITERRÁNEO CULINARY CENTER;PRIVADO;AV. CID, 58;46018;València;València;963190020;0;info@mediterraneoculinary.com
39.48990899907385, -0.3568520000000009;"{""coordinates"": [-0.356852, 39.48990899907385], ""type"": ""Point""}";46035860;CENTRE ENSENYAMENTS ESPORTIUS FASCV;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;FASCV;PRIVADO;CL. POETA RICARDO SANMARTÍN, 3;46020;València;València;963154491;0;fascv@buceofederado.com
39.492915999073844, -0.3635569999999997;"{""coordinates"": [-0.363557, 39.492915999073844], ""type"": ""Point""}";46036001;ESCOLA PRIVADA DE MÚSICA ACORDES;ESCOLA PRIVADA DE MÚSICA;ACORDES;PRIVADO;CL. SANTA GENOVEVA TORRES, 26;46019;València;València;673472087;0;info@acordes-valencia.es
39.495660999073806, -0.39977500000000055;"{""coordinates"": [-0.399775, 39.495660999073806], ""type"": ""Point""}";46036414;ESCOLA OFICIAL D'IDIOMES VALÈNCIA-BENICALAP;ESCOLA OFICIAL D'IDIOMES;VALÈNCIA-BENICALAP;PÚBLICO;CL. DOCTOR NICASIO BENLLOCH, 130;46015;València;València;963189835;0;46036414@edu.gva.es
39.468162999074, -0.3849240000000003;"{""coordinates"": [-0.384924, 39.468162999074], ""type"": ""Point""}";46036591;ESCOLA PRIVADA DE MÚSICA  ASOCIACIÓN MUSICAL LUÍS VIVES;ESCOLA PRIVADA DE MÚSICA;ASOCIACIÓN MUSICAL LUÍS VIVES;PRIVADO;CL. CUENCA, 17;46007;València;València;667410941;0;amluisvives@gmail.com
39.492194999073824, -0.3811050000000004;"{""coordinates"": [-0.381105, 39.492194999073824], ""type"": ""Point""}";46036712;ESCOLA PRIVADA DE MÚSICA GAYANO LLUCH;ESCOLA PRIVADA DE MÚSICA;GAYANO LLUCH;PRIVADO;CL. GAYANO LLUCH, 19;46025;València;València;669489833;0;bandagayano@hotmail.com
39.45983499907403, -0.39122999999999913;"{""coordinates"": [-0.39123, 39.45983499907403], ""type"": ""Point""}";46036724;CENTRE PRIV. ED. INF. 1er CICLE FEBES 2;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;FEBES 2;PRIVADO;CL. MANUEL SIMÓ, 24;46014;València;València;960656953;0;info@febes.es
39.465221999074004, -0.34505299999999994;"{""coordinates"": [-0.345053, 39.465221999074004], ""type"": ""Point""}";46037108;CENTRE PRIV. ED. INF. 1er CICLE SENSATIDOS;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;SENSATIDOS;PRIVADO;CL. BERENGUER MALLOL, 11;46022;València;València;653663936;0;sensatidos@gmail.com
